Resonance Peak Shift (nm),Concentration (uM),Dissociation Constant (uM^-1),,,,,
4.304304304,0.075431201,0.02,-4.304304304,952.0520521,0.075431201,0.011,947.7477477
3.703703704,0.091029818,0.02,-3.703703704,952.952953,0.091029818,0.011,949.2492492
3.153153153,0.109854114,0.02,-3.153153153,953.7537538,0.109854114,0.011,950.6006006
2.652652653,0.132571137,0.02,-2.652652653,954.4544545,0.132571137,0.011,951.8018018
2.202202202,0.159985872,0.02,-2.202202202,955.0550551,0.159985872,0.011,952.8528529
1.951951952,0.193069773,0.02,-1.951951952,955.5555556,0.193069773,0.011,953.6036036
1.601601602,0.232995181,0.02,-1.601601602,955.955956,0.232995181,0.011,954.3543544
1.401401401,0.28117687,0.02,-1.401401401,956.3563564,0.28117687,0.011,954.954955
1.151151151,0.339322177,0.02,-1.151151151,956.5565566,0.339322177,0.011,955.4054054
1.001001001,0.409491506,0.02,-1.001001001,956.8568569,0.409491506,0.011,955.8558559
0.750750751,0.494171336,0.02,-0.750750751,957.0570571,0.494171336,0.011,956.3063063
0.650650651,0.596362332,0.02,-0.650650651,957.2572573,0.596362332,0.011,956.6066066
0.600600601,0.719685673,0.02,-0.600600601,957.3573574,0.719685673,0.011,956.7567568
0.4004004,0.868511374,0.02,-0.4004004,957.4574575,0.868511374,0.011,957.0570571
0.35035035,1.048113134,0.02,-0.35035035,957.5575576,1.048113134,0.011,957.2072072
0.3003003,1.264855217,0.02,-0.3003003,957.6576577,1.264855217,0.011,957.3573574
0.25025025,1.526417967,0.02,-0.25025025,957.7577578,1.526417967,0.011,957.5075075
0.25025025,1.842069969,0.02,-0.25025025,957.7577578,1.842069969,0.011,957.5075075
0.2002002,2.222996483,0.02,-0.2002002,957.8578579,2.222996483,0.011,957.6576577
0.2002002,2.682695795,0.02,-0.2002002,957.8578579,2.682695795,0.011,957.6576577
0.05005005,3.237457543,0.02,-0.05005005,957.8578579,3.237457543,0.011,957.8078078
0.05005005,3.906939937,0.02,-0.05005005,957.8578579,3.906939937,0.011,957.8078078
0.15015015,4.714866363,0.02,-0.15015015,957.957958,4.714866363,0.011,957.8078078
0.15015015,5.689866029,0.02,-0.15015015,957.957958,5.689866029,0.011,957.8078078
0,6.86648845,0.02,0,957.957958,6.86648845,0.011,957.957958
0,8.286427729,0.02,0,957.957958,8.286427729,0.011,957.957958
0,10,0.02,0,957.957958,10,0.011,957.957958
